ID,HIV4_Polarity,VADER_Compound
49,0.2941176297577865,-0.4329
49,0.23076921301775286,0.5118
49,0.33333327777778704,0.762
49,0.4285713673469475,0.09
49,-0.49999987500003124,-0.7996
49,-0.16666665277777895,-0.7003
50,-0.3846153550295881,-0.6561
50,0.33333322222225925,-0.3818
50,0.33333327777778704,-0.2144
51,-0.1428571224489825,-0.4515
51,0.46666663555555765,0.2263
51,0.9999997500000625,0.2263
51,0.199999960000008,-0.3818
52,0.33333322222225925,0.5267
52,0.1428571224489825,0.1779
52,0.9999997500000625,0.2732
52,0.49999987500003124,0.7579
53,0.1666666597222225,-0.9632
53,0.0,-0.9732
53,-0.04761904535147403,-0.5574
54,0.0,-0.7804
54,0.4545454132231443,0.7096
54,0.16666665277777895,-0.9528
54,0.19999998000000202,-0.4767
54,-0.11111109876543349,-0.7506
54,-0.99999950000025,-0.7783
54,0.2727272479338866,-0.802
54,-0.1428571224489825,0.2263
54,-0.33333327777778704,-0.1406
55,0.0,-0.4939
55,0.49999987500003124,0.8218
55,0.33333322222225925,-0.4926
56,0.0,0.6124
56,-0.2941176297577865,-0.9612
56,0.33333329629630043,-0.6705
56,-0.33333329629630043,-0.9535
56,0.0,-0.0387
57,-0.06666666222222252,-0.9765
57,-0.2857142653061239,-0.926
57,0.5555554938271674,0.4767
57,-0.199999960000008,-0.1088
59,0.5555554938271674,-0.6124
60,0.0,-0.9786
62,-0.11111109876543349,-0.9547
62,0.16666665277777895,-0.81
62,0.4999999375000079,-0.8481
62,-0.19999998000000202,-0.9313
63,0.14285713605442207,-0.8968
64,0.33333327777778704,-0.8429
64,0.4999999375000079,-0.5574
64,0.1428571224489825,-0.5789
65,0.6666666111111158,0.6808
65,0.19999998000000202,-0.4203
65,0.3333333055555579,-0.3536
65,0.9999998333333611,0.765
65,0.0,-0.0
65,-0.09090908264462885,-0.8201
65,0.9999998750000157,0.4588
67,-0.33333327777778704,-0.5046
67,0.0,0.7003
68,-0.33333327777778704,-0.5046
68,0.0,0.7003
71,0.7142856632653098,0.9468
72,0.0,0.8842
72,0.0,0.3182
72,-0.5555554938271674,-0.0516
72,0.7499999062500118,0.7876
72,-0.24999996875000394,-0.5574
73,0.0,0.0772
73,0.8333332638888947,0.6969
74,0.3043478128544429,0.9347
74,0.39999996000000404,0.6454
75,0.636363578512402,0.1068
76,0.24999996875000394,-0.4265
76,-0.24999996875000394,0.9246
77,0.0,0.1901
78,-0.46666663555555765,-0.8442
79,0.2857142653061239,0.6705
80,-0.4117646816609011,-0.7964
81,0.12499999218750048,-0.91
83,-0.7499999062500118,0.4215
83,0.07692307100591762,-0.7825
83,0.12499999218750048,-0.6774
83,0.4999999375000079,0.128
83,0.14285713605442207,-0.8499
83,-0.599999880000024,-0.802
83,0.599999880000024,-0.3182
83,-0.11111109876543349,-0.7506
83,0.0,0.6597
83,-0.4285713673469475,0.5106
83,-0.9999998571428775,-0.296
83,0.599999940000006,-0.6378
83,0.9999998750000157,0.8281
84,-0.6666665555555741,0.5994
84,-0.49999987500003124,0.2732
86,0.49999987500003124,-0.0943
86,0.6999999650000017,-0.802
86,-0.24999996875000394,0.4339
86,0.14285713265306196,0.9495
86,0.49999987500003124,-0.5994
86,0.5384614970414233,-0.5346
86,0.49999987500003124,0.6597
86,0.4999999375000079,-0.6124
87,0.8571427959183717,-0.34
87,0.24999996875000394,-0.8126
87,0.9999990000010001,0.2732
87,0.6923076390532585,-0.2732
87,-0.9999996666667778,-0.8074
87,0.33333327777778704,-0.34
87,0.2857142653061239,-0.5198
87,0.4117646816609011,0.8439
88,-0.599999880000024,-0.128
88,-0.2857142653061239,-0.7636
88,-0.09090908264462885,-0.7506
88,-0.5555554938271674,-0.9371
89,-0.2941176297577865,-0.8149
89,-0.2857142653061239,-0.9582
89,0.199999960000008,-0.5411
89,-0.199999960000008,-0.6369
91,0.7499999062500118,0.5423
91,0.09090908264462885,0.8588
92,-0.09090908264462885,-0.9552
93,-0.33333327777778704,-0.8397
93,-0.5555554938271674,-0.6822
93,-0.06666666222222252,0.0763
93,-0.09090908264462885,-0.836
94,-0.599999880000024,-0.6597
94,-0.4999999583333368,-0.9337
94,-0.599999880000024,0.4767
94,-0.5555554938271674,-0.9136
94,-0.33333329629630043,-0.9152
94,-0.199999960000008,0.128
94,-0.3333333148148158,-0.9398
94,-0.5555554938271674,-0.6808
94,-0.09090908264462885,-0.9694
95,-0.199999960000008,-0.4767
95,0.199999960000008,0.3182
95,0.4999999375000079,0.2066
96,0.8181817438016598,0.8519
96,0.599999940000006,0.7793
97,0.4999999583333368,0.6597
99,-0.199999960000008,-0.0772
99,-0.24999996875000394,-0.6771
100,0.0,-0.4854
100,-0.4999999375000079,-0.9217
100,0.2941176297577865,-0.93
100,0.2727272479338866,-0.9153
100,0.23076921301775286,-0.4404
101,-0.16666665277777895,-0.1406
101,0.09999999750000006,-0.9555
101,0.9999998750000157,0.9337
102,-0.16666665277777895,-0.1406
102,0.09999999750000006,-0.9555
102,0.9999998750000157,0.9337
103,0.2857142653061239,0.9568
103,0.999999941176474,0.8294
103,0.7777776913580343,0.7845
104,-0.33333329629630043,-0.7867
104,0.49999987500003124,0.3612
104,-0.49999987500003124,-0.5994
104,-0.33333322222225925,-0.7269
105,-0.12499999218750048,-0.8893
105,0.2857142653061239,-0.1531
105,0.33333327777778704,-0.6705
105,0.39999996000000404,-0.0772
106,0.23076921301775286,0.6523
106,0.13333332888888902,-0.5859
106,0.3333333111111126,0.5346
106,-0.27272726033057904,-0.9686
107,0.7142856632653098,0.25
107,0.0,-0.5423
107,-0.19999998000000202,-0.7196
107,0.1428571224489825,-0.296
107,0.4999999583333368,-0.6705
108,-0.09090908264462885,0.743
108,0.9999999090909174,0.0
108,0.7142856632653098,-0.5499
108,0.3846153550295881,-0.34
108,0.9999999090909174,-0.5562
109,-0.07692307100591762,-0.926
109,0.0,-0.926
110,0.6666665555555741,0.5574
110,0.5999999600000027,0.1921
110,0.19999998000000202,-0.7096
110,0.6666665555555741,0.34
110,0.5555554938271674,0.6003
110,0.4117646816609011,-0.34
111,0.2727272479338866,-0.8402
111,0.47368418559556913,0.5346
111,-0.7777776913580343,-0.7033
112,-0.4285713673469475,0.3612
112,-0.11111109876543349,-0.5413
112,-0.199999960000008,0.7414
112,-0.4999999375000079,-0.0429
112,0.9999990000010001,0.3182
113,0.0,-0.9601
113,0.4545454132231443,0.4939
113,-0.24999996875000394,-0.8689
113,-0.24999996875000394,-0.9257
113,-0.11111109876543349,-0.7992
113,0.11111109876543349,-0.8126
113,0.6923076390532585,-0.5379
113,0.33333322222225925,-0.5106
113,0.33333327777778704,-0.128
113,0.7142856122449125,-0.2617
114,-0.7999999200000081,-0.9451
115,0.23076921301775286,0.5423
115,0.33333327777778704,0.3182
115,0.9999998333333611,0.0
116,-0.46666663555555765,-0.9246
116,-0.33333329629630043,-0.6705
116,-0.599999880000024,0.2094
116,-0.11111109876543349,-0.5423
116,0.33333327777778704,0.0
116,-0.4999999583333368,-0.9526
116,-0.9999998888889013,-0.9274
116,0.599999940000006,0.6249
117,-0.49999987500003124,-0.6369
117,0.19999998000000202,0.3975
117,0.5555554938271674,0.6908
117,0.6190475895691624,0.9375
118,0.29032257127991706,0.3057
118,0.5555554938271674,0.4408
119,0.9999999166666736,0.7717
119,0.36842103324099823,-0.7473
119,0.3846153698224858,-0.0263
119,0.6666666111111158,0.6003
119,0.5384614970414233,0.8316
120,0.0,-0.5423
120,0.09090908264462885,-0.8908
121,0.4117646816609011,-0.1901
121,0.0,-0.5106
121,0.4545454132231443,-0.4588
122,-0.4999999687500019,-0.9136
122,-0.09999999500000024,-0.7152
122,-0.09090908264462885,0.7351
122,0.9999998333333611,0.3182
122,-0.6666665555555741,-0.4404
122,-0.27272726033057904,0.3594
122,-0.07692307100591762,-0.7727
122,0.4999999375000079,0.764
122,0.19999998000000202,0.34
123,0.199999960000008,0.5423
123,0.7499999062500118,0.836
123,0.0,-0.8176
123,-0.9999996666667778,0.128
123,0.0,-0.8885
123,0.199999960000008,-0.7906
124,0.037037035665294975,-0.5994
124,0.0,-0.4188
124,-0.09090908264462885,-0.6469
125,0.3333333174603182,0.6592
125,0.11111109876543349,0.144
125,0.5384614970414233,0.2732
125,-0.36842103324099823,-0.92
125,-0.2727272479338866,-0.6705
125,0.11111109876543349,0.3919
126,-0.4999999375000079,-0.7764
126,0.23809522675737013,0.8168
126,0.37499997656250145,-0.0717
126,-0.33333322222225925,-0.4019
126,0.3333333111111126,0.4478
126,-0.12499999218750048,-0.4215
126,-0.11111109876543349,-0.6355
127,0.6666665555555741,-0.6705
127,0.17647057785467188,-0.872
127,0.4545454132231443,-0.4404
127,-0.33333327777778704,-0.7351
127,0.49999987500003124,0.5423
128,0.9999998888889013,0.2263
128,0.9999997500000625,-0.0772
128,0.24999996875000394,0.2263
129,-0.199999960000008,0.5106
130,-0.9999990000010001,0.5994
132,-0.09090908264462885,0.2732
132,-0.33333327777778704,0.2023
132,0.5384614970414233,0.5859
132,-0.33333322222225925,0.2732
132,0.199999960000008,0.6697
132,0.0,0.765
133,-0.05882352595155729,-0.7506
134,0.33333327777778704,0.1027
134,0.4285713673469475,0.3453
135,0.24999996875000394,0.5267
135,0.2857142653061239,-0.7184
135,-0.39999996000000404,-0.2263
135,-0.9999997500000625,-0.2732
135,0.99999990000001,0.0
135,-0.24999996875000394,-0.3612
135,0.33333329629630043,-0.6956
135,0.599999940000006,0.3818
136,-0.33333329629630043,-0.4019
136,0.0,0.5267
137,0.6666665555555741,-0.9382
137,0.9999997500000625,-0.4404
138,-0.33333329629630043,-0.6486
138,0.0,0.6908
139,0.2222222098765439,-0.5267
139,0.599999880000024,-0.25
139,-0.16666665277777895,-0.8519
139,0.1304347769376184,0.3818
140,0.7894736426592819,0.7066
140,0.599999976000001,-0.8074
140,0.4285713673469475,0.0
140,0.9999997500000625,0.0
140,0.0,0.1759
141,0.9999996666667778,0.8271
141,0.9999990000010001,0.0
142,0.0,-0.9463
142,0.05263157617728546,-0.9118
142,0.4999999687500019,-0.1109
143,0.4999999375000079,0.7405
143,0.7142856122449125,0.9413
143,0.7499999062500118,0.25
143,-0.9999996666667778,0.7184
143,0.199999960000008,-0.546
144,-0.8181817438016598,-0.8388
144,-0.9999999375000038,-0.93
144,-0.7142856122449125,-0.9325
144,-0.599999940000006,-0.9753
145,-0.1428571224489825,-0.694
145,0.2857142653061239,-0.8402
146,-0.24999996875000394,-0.8442
148,0.4999999375000079,0.2732
148,0.9999996666667778,0.0
148,0.199999960000008,-0.3182
149,0.24999996875000394,-0.25
149,0.9999990000010001,-0.5267
150,0.599999940000006,0.936
150,0.37499997656250145,0.8196
150,0.399999980000001,0.9325
150,0.6923076390532585,0.1531
150,0.5714285306122479,0.5719
150,0.7499999062500118,0.4019
150,0.4999999375000079,-0.1779
151,-0.4999999375000079,-0.9091
153,0.0,-0.9118
153,-0.19999998000000202,-0.5927
153,0.6666666111111158,0.1655
153,0.0,-0.7717
153,0.33333327777778704,-0.4767
154,-0.9999998333333611,-0.9008
154,0.1428571224489825,-0.7783
155,0.0,-0.91
155,-0.7142856122449125,-0.9393
155,-0.33333329629630043,-0.296
155,0.0,0.4215
155,0.7499999062500118,-0.1901
155,0.39999996000000404,-0.744
155,-0.9999998750000157,-0.9825
155,0.4999999375000079,-0.7645
155,0.09090908264462885,-0.4475
155,0.1428571224489825,-0.0516
156,0.5714285306122479,0.9524
156,0.0,-0.6597
156,-0.09090908264462885,-0.3612
156,-0.07692307100591762,-0.0516
156,0.0,-0.3716
156,0.0,-0.7351
156,0.49999987500003124,-0.1027
157,0.5555554938271674,0.34
157,0.24999996875000394,-0.1779
157,0.4999999375000079,0.8402
158,0.7142856122449125,0.8109
158,0.12499999218750048,0.9542
158,0.4999999375000079,0.8442
158,0.6666666111111158,0.8074
158,-0.1428571224489825,0.6249
159,0.24999996875000394,0.3291
160,-0.8333332638888947,-0.9575
160,-0.5714285306122479,-0.9451
160,0.0,-0.891
160,0.19999998666666757,0.5574
160,0.19999998000000202,0.5859
160,-0.33333329629630043,-0.8151
160,-0.7999999200000081,-0.9779
161,0.5555554938271674,-0.9403
161,0.599999940000006,-0.8481
161,0.7499999062500118,-0.7783
162,-0.3333333055555579,-0.3468
163,0.33333322222225925,0.4939
163,0.42857139795918586,0.9202
163,0.6666665555555741,-0.4019
164,0.0,0.0387
164,0.16666665277777895,-0.836
164,0.5555554938271674,0.4728
164,0.1428571224489825,-0.4767
164,0.21739129489603065,-0.6774
164,0.99999950000025,0.2263
164,-0.9999990000010001,0.0
164,-0.199999960000008,-0.4019
164,0.0,0.3182
165,0.36363634710743875,0.6597
165,0.21428570663265334,0.1027
165,0.4999999750000012,0.9325
165,-0.24999996875000394,-0.6486
165,0.3333333055555579,-0.25
166,0.2727272479338866,-0.81
166,0.24999996875000394,-0.1531
168,0.3333333148148158,0.8911
168,0.9999997500000625,0.6808
168,0.6666665555555741,-0.1779
168,-0.24999996875000394,0.6652
168,0.49999987500003124,0.5106
169,0.9999996666667778,0.1779
169,-0.2727272479338866,-0.0258
169,0.0,-0.4767
171,0.11111110802469146,-0.8047
171,-0.19999998666666757,0.8334
171,-0.12499999218750048,-0.6133
171,-0.2727272479338866,-0.8977
171,0.0,-0.296
171,-0.1304347769376184,-0.6013
171,0.11111109876543349,-0.2732
171,0.6666665555555741,0.2732
171,-0.6923076390532585,-0.9524
171,0.19999998000000202,0.5083
171,0.4285713673469475,0.8908
171,0.99999950000025,-0.1531
171,-0.3333333055555579,-0.8337
171,-0.2727272479338866,-0.9562
171,0.0,-0.9565
171,0.24999996875000394,-0.1298
171,0.39999996000000404,0.296
171,0.09090908264462885,-0.2732
171,-0.4999999375000079,-0.6808
171,0.07692307100591762,0.7187
172,0.39999996000000404,0.5525
174,0.11111109876543349,-0.8316
174,-0.5294117335640156,-0.9811
174,-0.24999996875000394,-0.8126
174,0.0,0.1943
174,0.599999880000024,0.2732
175,0.599999880000024,0.2263
175,0.9999998888889013,0.34
175,0.9999998571428775,0.0
175,0.9999998333333611,0.0
175,0.9999997500000625,0.2023
176,0.19999998666666757,0.5023
176,-0.24999996875000394,0.5106
177,-0.1428571224489825,-0.4528
177,0.7499999062500118,-0.2732
177,0.16666665277777895,0.3818
177,0.4999999583333368,0.4767
177,0.5999999600000027,-0.5267
177,0.7499999062500118,0.8434
177,0.24999996875000394,-0.6705
177,0.19999998000000202,-0.296
178,0.99999980000004,0.2781
178,-0.33333327777778704,-0.4939
178,0.0,-0.4588
178,0.9999990000010001,0.0258
178,0.33333322222225925,0.3506
178,0.9999998333333611,0.5023
178,-0.19999998000000202,-0.5859
178,0.33333322222225925,-0.2732
180,0.14285713265306196,0.9062
180,0.7142856122449125,-0.2708
181,0.14285713265306196,0.0784
181,0.0,0.8402
181,0.6666665555555741,0.8125
182,0.8333332638888947,-0.4019
182,0.6666665555555741,-0.4215
182,0.07692307100591762,-0.8326
182,-0.7777776913580343,-0.9104
182,0.33333329629630043,-0.2584
183,0.2727272479338866,-0.946
183,-0.599999880000024,-0.5994
183,0.2727272479338866,-0.9214
184,-0.199999960000008,-0.6166
184,0.11111109876543349,0.0772
184,0.19999998666666757,-0.4215
184,0.0,-0.9273
184,0.4999999375000079,-0.3182
184,-0.1304347769376184,-0.3071
185,-0.5384614970414233,-0.9259
185,-0.46666663555555765,-0.9265
185,-0.23076921301775286,-0.8689
186,0.0,-0.6908
186,0.9999998750000157,0.9403
186,0.5999999600000027,0.8442
187,0.23809522675737013,-0.9688
188,-0.8888888395061756,-0.9726
188,0.0,-0.9186
188,0.24999996875000394,-0.8591
188,-0.16666665277777895,-0.9127
189,-0.07692307100591762,-0.9153
189,0.4999999375000079,-0.8957
189,0.33333329629630043,0.4497
189,-0.11111109876543349,-0.1027
190,0.11111109876543349,-0.6486
190,-0.12499999218750048,-0.8316
190,-0.14285713265306196,-0.6742
190,0.1304347769376184,0.6938
190,-0.33333327777778704,-0.9468
190,-0.6666665555555741,0.0516
191,0.16666665277777895,-0.1531
191,0.0,0.6072
191,-0.2857142653061239,-0.6908
192,-0.42857139795918586,-0.6523
192,-0.19999998666666757,-0.7537
192,0.24999996875000394,0.3818
192,-0.06666666222222252,-0.743
192,-0.7777776913580343,-0.6908
192,-0.39999996000000404,-0.7003
192,0.4545454338842984,-0.7783
192,0.4285713673469475,0.7096
193,0.3846153550295881,-0.1531
193,0.3333333055555579,0.09
194,0.26315788088642733,0.9337
194,0.599999940000006,0.8126
194,0.37499997656250145,0.9517
194,0.2727272479338866,0.5106
195,0.09090908264462885,-0.765
195,0.24999996875000394,-0.6486
196,0.199999960000008,-0.6037
196,-0.24999996875000394,-0.743
196,0.0,-0.9445
196,-0.33333329629630043,0.765
196,0.199999960000008,0.6613
196,-0.19999998000000202,-0.1082
196,-0.7777776913580343,-0.7709
196,-0.49999987500003124,-0.1154
196,-0.99999950000025,-0.2732
196,-0.49999987500003124,-0.2263
196,0.4999999687500019,-0.5113
197,-0.05882352595155729,-0.8957
197,-0.11111109876543349,-0.7096
197,0.33333327777778704,-0.0129
197,-0.09090908264462885,-0.6449
198,0.0,0.3818
198,0.7999999200000081,0.875
198,-0.23809522675737013,-0.8834
198,0.0,0.5499
198,0.0,0.7783
198,0.0,-0.4588
198,0.24999996875000394,0.7845
199,-0.17647057785467188,0.7506
200,0.11111109876543349,-0.91
200,0.0,-0.9231
200,-0.09090908264462885,-0.7845
200,0.0,-0.6124
201,-0.08333332986111125,-0.9454
201,0.3333333055555579,-0.9153
201,-0.4999999375000079,-0.8316
201,0.5555555246913597,-0.7803
202,-0.11111109876543349,-0.6523
202,-0.24999996875000394,-0.7615
202,-0.1428571224489825,-0.5267
202,0.24999998437500096,-0.8176
203,0.7499999062500118,-0.296
203,0.4999999583333368,-0.5369
203,0.0,-0.6014
203,-0.1428571224489825,-0.0516
204,-0.33333329629630043,-0.8442
204,0.1428571224489825,-0.9022
204,0.0,0.4767
204,0.3333333055555579,0.4149
204,-0.9999998750000157,-0.9246
204,0.1304347769376184,-0.8852
205,0.599999976000001,0.9893
205,0.5999999600000027,0.9811
205,0.3333333209876548,-0.3832
205,0.24999996875000394,0.6908
205,0.3333333174603182,0.9023
205,0.5294117335640156,0.6697
205,0.4285713673469475,-0.4585
207,0.3333333055555579,-0.8834
207,0.09090908264462885,0.4215
208,-0.1428571224489825,0.3841
208,-0.07692307100591762,-0.2732
208,-0.24324323666910172,-0.9189
208,-0.5999999600000027,-0.8166
208,0.0,-0.4767
208,0.16666665277777895,-0.9524
208,0.11111109876543349,-0.4325
208,0.04761904535147403,-0.1027
208,-0.24999996875000394,-0.7783
209,0.6363636074380178,0.936
209,0.4999999687500019,0.9346
209,-0.19999998000000202,0.3182
210,0.23076922189349144,-0.8954
210,-0.05882352595155729,-0.2589
210,-0.09090908677685969,-0.7424
210,-0.06666666222222252,-0.2243
210,0.0,0.578
210,0.39999996000000404,-0.6597
210,0.4999999687500019,0.6837
210,0.07692307100591762,0.2617
210,0.1428571224489825,-0.4215
210,-0.19999998000000202,-0.6597
210,0.4545454132231443,0.875
210,0.16666665277777895,-0.7305
211,-0.636363578512402,-0.9432
212,0.9999997500000625,0.0
212,0.33333329629630043,0.4678
213,-0.37499997656250145,-0.9869
213,0.33333327777778704,-0.8074
214,0.8181817438016598,0.886
214,0.5555554938271674,0.296
214,0.399999980000001,0.9109
214,0.636363578512402,0.5277
214,0.17241378715814526,-0.9674
214,0.0,-0.6124
214,-0.16666665277777895,0.1596
214,-0.1428571224489825,0.7964
214,0.4999999583333368,0.4019
215,-0.199999960000008,-0.34
216,0.0,-0.884
216,0.33333327777778704,-0.8225
217,0.4444444197530878,0.4885
217,0.5999999600000027,0.8807
217,0.4999999375000079,0.3612
217,0.5384615177514801,0.9666
217,0.39999996000000404,-0.6908
218,-0.199999960000008,-0.705
218,0.199999960000008,0.128
218,0.3333333055555579,-0.1779
218,0.199999960000008,-0.7184
219,-0.6666665555555741,0.3054
219,0.0,0.3182
219,-0.599999880000024,-0.5795
219,0.0,-0.7351
221,-0.11111109876543349,-0.872
221,-0.4999999375000079,-0.7964
221,-0.05882352595155729,-0.9037
222,-0.37499997656250145,-0.8313
222,-0.24999996875000394,0.8877
222,-0.39999996000000404,-0.8225
222,0.9999998750000157,0.743
222,-0.4999999375000079,-0.5994
222,-0.49999987500003124,-0.6597
222,0.199999960000008,-0.5106
222,-0.9999990000010001,-0.2732
223,0.0,-0.7269
225,-0.2727272479338866,-0.7951
225,-0.199999960000008,0.4497
225,0.4999999375000079,0.2732
226,-0.7142856122449125,-0.7964
226,-0.11111109876543349,-0.8824
226,0.0,-0.3612
227,0.7999999200000081,0.5423
227,0.24999996875000394,0.296
227,0.0,0.4588
227,0.19999998000000202,0.6369
227,0.3333333055555579,0.4657
227,0.599999940000006,-0.4215
227,0.5555554938271674,0.0516
227,0.7142856122449125,0.8271
228,0.11111110493827195,-0.7269
229,-0.09090908264462885,-0.6335
229,0.1428571224489825,-0.1531
229,-0.9999998333333611,-0.296
229,0.11111109876543349,-0.5574
229,0.6666666111111158,-0.1027
229,0.33333327777778704,0.2249
230,0.9999997500000625,0.5106
230,-0.33333322222225925,-0.4199
232,0.33333329629630043,0.9391
232,0.3043478128544429,0.9723
232,0.6923076390532585,0.6249
232,0.199999960000008,0.891
232,0.6249999609375024,0.9274
232,0.9999996666667778,0.8625
232,0.4999999375000079,0.0516
232,0.2727272479338866,0.8779
232,0.7777776913580343,0.904
232,0.7142856122449125,0.9809
232,0.11111109876543349,0.0387
232,0.49999987500003124,-0.8906
232,0.06666666222222252,-0.8543
